Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09883449971675873,0.09926419108559412,0.09883449971675873,0.09883449971675873,469033600
1980-12-15,0.09367825090885162,0.09410794231189064,0.09367825090885162,0.09410794231189064,175884800
1980-12-16,0.08680243790149689,0.08723212343030957,0.08680243790149689,0.08723212343030957,105728000
1980-12-17,0.08895089477300644,0.08938058612490243,0.08895089477300644,0.08895089477300644,86441600
1980-12-18,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600
1980-12-19,0.09711571782827377,0.09754540907371882,0.09711571782827377,0.09711571782827377,48630400
1980-12-22,0.10184229910373688,0.10227275915299852,0.10184229910373688,0.10184229910373688,37363200
1980-12-23,0.1061398983001709,0.10656958935489515,0.1061398983001709,0.1061398983001709,46950400
1980-12-24,0.11172590404748917,0.11215559531935464,0.11172590404748917,0.11172590404748917,48003200
1980-12-26,0.12203921377658844,0.12246890511623387,0.12203921377658845,0.12203921377658845,55574400
1980-12-29,0.12375795841217041,0.1241876497197053,0.12375795841217041,0.12375795841217041,93161600
1980-12-30,0.12075003981590271,0.12117971928442844,0.12075003981590271,0.12117971928442844,68880000
1980-12-31,0.11731261014938354,0.11774230136700296,0.11731261014938356,0.11774230136700296,35750400
1981-01-02,0.11860166490077972,0.1194610472822042,0.11860166490077974,0.11860166490077974,21660800
1981-01-05,0.11602359265089035,0.11645327255932593,0.11602359265089035,0.11645327255932593,35728000
1981-01-06,0.1108665019273758,0.11129619312336804,0.1108665019273758,0.11129619312336804,45158400
1981-01-07,0.1061398983001709,0.10656958935489515,0.1061398983001709,0.10656958935489515,55686400
1981-01-08,0.10399147123098373,0.10442115083277595,0.10399147123098375,0.10442115083277595,39827200
1981-01-09,0.10957744717597961,0.11000713840084055,0.10957744717597961,0.10957744717597961,21504000
1981-01-12,0.10871809720993042,0.10957746835106967,0.10871809720993042,0.10957746835106967,23699200
1981-01-13,0.10485091805458069,0.10528060944307176,0.10485091805458069,0.10528060944307176,23049600
1981-01-14,0.1052805632352829,0.1057102544351819,0.1052805632352829,0.1052805632352829,14291200
1981-01-15,0.10742899030447006,0.1082883610899832,0.10742899030447006,0.10742899030447006,14067200
1981-01-16,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,13395200
1981-01-19,0.11301501095294952,0.11344470239425258,0.11301501095294952,0.11301501095294952,41574400
1981-01-20,0.10957744717597961,0.11000713840084055,0.10957744717597961,0.11000713840084055,30083200
1981-01-21,0.11172590404748917,0.11258527511656868,0.11172590404748917,0.11172590404748917,15904000
1981-01-22,0.11301501095294952,0.11387439383555566,0.11301501095294952,0.11301501095294952,35548800
1981-01-23,0.11258528381586075,0.11344466642599488,0.11258528381586075,0.11301497512092781,11222400
1981-01-26,0.1108665019273758,0.11129619312336804,0.1108665019273758,0.11129619312336804,24640000
1981-01-27,0.1100071370601654,0.11086650802476382,0.11000713706016542,0.11086650802476382,23699200
1981-01-28,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,28156800
1981-01-29,0.10270242393016815,0.10313211511508742,0.10270242393016815,0.10313211511508742,43904000
1981-01-30,0.09711571782827377,0.09797510031916386,0.09711571782827377,0.09797510031916386,46188800
1981-02-02,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09195946465181216,23766400
1981-02-03,0.0949673056602478,0.09539699126388056,0.0949673056602478,0.0949673056602478,19152000
1981-02-04,0.09840480238199234,0.09883448220002024,0.09840480238199234,0.09840480238199234,27865600
1981-02-05,0.09840480238199234,0.09926417349270013,0.09840480238199234,0.09840480238199234,7929600
1981-02-06,0.09883449971675873,0.09926419108559412,0.09883449971675873,0.09883449971675873,13865600
1981-02-09,0.09367825090885162,0.09453762797760218,0.09367825090885162,0.09453762797760218,16755200
1981-02-10,0.09367825090885162,0.09410794231189064,0.09367825090885162,0.09367825090885162,18345600
1981-02-11,0.0906703770160675,0.09110006241155834,0.0906703770160675,0.09110006241155834,13843200
1981-02-12,0.08981022983789444,0.09024068979074498,0.08981022983789444,0.09024068979074498,14560000
1981-02-13,0.08766178786754608,0.08852116439948478,0.08766178786754608,0.08852116439948478,11155200
1981-02-17,0.08981022983789444,0.09024068979074498,0.08981022983789444,0.08981022983789444,12275200
1981-02-18,0.09367825090885162,0.09453762797760218,0.09367825090885162,0.09367825090885162,19241600
1981-02-19,0.08809147030115128,0.08852116142132627,0.08809147030115128,0.08852116142132627,22310400
1981-02-20,0.08336491137742996,0.08379460254386135,0.08336491137742996,0.08379460254386135,24371200
1981-02-23,0.08465400338172913,0.08508369470033285,0.08465400338172913,0.08465400338172913,14112000
1981-02-24,0.0816461518406868,0.0825055283694332,0.0816461518406868,0.0825055283694332,16979200
1981-02-25,0.08680243790149689,0.08723212343030957,0.08680243790149689,0.08680243790149689,19488000
1981-02-26,0.08809147030115128,0.08852116142132627,0.08809147030115128,0.08809147030115128,10841600
1981-02-27,0.09110010415315628,0.09195948107522388,0.09110010415315628,0.09110010415315628,14761600
1981-03-02,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,11760000
1981-03-03,0.0902407169342041,0.09067040821487136,0.0902407169342041,0.09067040821487136,16172800
1981-03-04,0.08938055485486984,0.08981024031911242,0.08938055485486984,0.08981024031911242,13708800
1981-03-05,0.08895089477300644,0.08938058612490243,0.08895089477300644,0.08938058612490243,5376000
1981-03-06,0.08809147030115128,0.08895084680417757,0.08809147030115128,0.08895084680417757,11603200
1981-03-09,0.0812164917588234,0.0816461772884606,0.0812164917588234,0.0816461772884606,15321600
1981-03-10,0.07734853029251099,0.07777821585430543,0.07734853029251099,0.07777821585430543,28380800
1981-03-11,0.07434069365262985,0.07520007034294249,0.07434069365262985,0.07520007034294249,29859200
1981-03-12,0.07734853029251099,0.07777821585430543,0.07734853029251099,0.07734853029251099,59248000
1981-03-13,0.07648910582065582,0.07691879111499098,0.07648910582065582,0.07691879111499098,231302400
1981-03-16,0.07949770987033844,0.08035708636106423,0.07949770987033844,0.07949770987033844,37228800
1981-03-17,0.08336491137742996,0.08422428797296845,0.08336491137742996,0.08336491137742996,43747200
1981-03-18,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,36937600
1981-03-19,0.08766178786754608,0.08809147326485349,0.08766178786754608,0.08809147326485349,37811200
1981-03-20,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,14604800
1981-03-23,0.09195947647094727,0.09281885334998712,0.09195947647094727,0.09195947647094727,22019200
1981-03-24,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09195946465181216,28156800
1981-03-25,0.08981022983789444,0.09067038094216565,0.08981022983789444,0.09067038094216565,7056000
1981-03-26,0.08809147030115128,0.08852116142132627,0.08809147030115128,0.08852116142132627,12275200
1981-03-27,0.08508367836475372,0.08551336386353395,0.08508367836475372,0.08551336386353395,12252800
1981-03-30,0.08508367836475372,0.08594305509963941,0.08508367836475372,0.08508367836475372,9900800
1981-03-31,0.08422427624464035,0.08508365272050966,0.08422427624464035,0.08508365272050966,15993600
1981-04-01,0.08336491137742996,0.08379460254386135,0.08336491137742996,0.08379460254386135,34070400
1981-04-02,0.0906703770160675,0.09110006241155834,0.0906703770160675,0.0906703770160675,31404800
1981-04-03,0.09110010415315628,0.09152979548285332,0.09110010415315628,0.09110010415315628,16486400
1981-04-06,0.08938055485486984,0.08981024031911242,0.08938055485486984,0.08981024031911242,22803200
1981-04-07,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08895086053568088,10684800
1981-04-08,0.09281884878873825,0.09367822562554712,0.09281884878873825,0.09281884878873825,21952000
1981-04-09,0.09453760832548141,0.09496729963919782,0.09453760832548141,0.09453760832548141,12499200
1981-04-10,0.09582667052745819,0.09625635607693613,0.09582667052745819,0.09582667052745819,33465600
1981-04-13,0.09582667052745819,0.09625635607693613,0.09582667052745819,0.09582667052745819,16060800
1981-04-14,0.09582667052745819,0.09625635607693613,0.09582667052745819,0.09582667052745819,6652800
1981-04-15,0.09110010415315628,0.09152979548285332,0.09110010415315628,0.09152979548285332,34048000
1981-04-16,0.08594305068254471,0.086372736159241,0.08594305068254471,0.086372736159241,23878400
1981-04-20,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08852117508649826,35347200
1981-04-21,0.09453760832548141,0.09496729963919782,0.09453760832548141,0.09453760832548141,28537600
1981-04-22,0.09797506034374237,0.09840475141386645,0.09797506034374237,0.09797506034374237,18995200
1981-04-23,0.10055321455001831,0.10098290575148065,0.10055321455001832,0.10055321455001832,58016000
1981-04-24,0.09969387948513031,0.10055325072255143,0.09969387948513031,0.10055325072255143,35056000
1981-04-27,0.09883449971675873,0.09926419108559412,0.09883449971675873,0.09926419108559412,38528000
1981-04-28,0.09711571782827377,0.09754540907371882,0.09711571782827377,0.09754540907371882,32188800
1981-04-29,0.09582667052745819,0.09625635607693613,0.09582667052745819,0.09625635607693613,13641600
1981-04-30,0.09754537791013718,0.09840476012647374,0.09754537791013718,0.09754537791013718,12611200
1981-05-01,0.09754537791013718,0.09840476012647374,0.09754537791013718,0.09754537791013718,16553600
1981-05-04,0.09711571782827377,0.09754540907371882,0.09711571782827377,0.09754540907371882,14448000
1981-05-05,0.09668602794408798,0.09711570766993766,0.09668602794408798,0.09711570766993766,17539200
1981-05-06,0.09410791099071503,0.09453759651341782,0.09410791099071503,0.09453759651341782,18950400
1981-05-07,0.0953969731926918,0.09582666445225416,0.0953969731926918,0.0953969731926918,9363200
